video_key,analyzed_at,analysis,s3_key,analysis_timestamp
1766199093252-1000005094.mp4,2025-12-20T02:51:36.920Z,"{'duration': 23.301667, 'size_mb': 150.9538974761963, 'video': {'codec': 'hevc', 'width': 2160, 'height': 3840, 'fps': 30}, 'audio': {'codec': 'aac', 'sample_rate': '48000', 'channels': 2}}",results/1766199093252-1000005094.mp4.json,2025-12-20 02:51:37+00:00
